"DetailID","RiskSourceDet","txtDetCompositeWeight","BUManagerDet","OSVendorDet","txtLocation","Threat","Risk","Mitigations","Response","Customers","Impact","Controls","ControlsWeight","PolicyRate","PolicyWeight","InherentRisk","VendorRisk","VendorRiskWeight","MarketRisk","MarketRiskWeight","OperationalRisk","OperationalRiskWeight","ComplianceRisk","ComplianceRiskWeight","StrategicRisk","StrategicRiskWeight","ReputationRisk","ReputationRiskWeight","CreditRisk","CreditRiskWeight","FiduciaryRisk","FiduciaryRiskWeight","RegulatoryLegalRisk","RegulatoryLegalRiskWeight","HumanResourceRisk","HumanResourceRiskWeight","CompositeRisk","RiskRating","ReviewDate","BSARisk","RegulatoryRisk","CISPRisk","AuditRisk","ComplianceRiskCK","RedFlagRisk","Outsourced","RiskManagerDet","RiskManager2Det","RiskManager3Det","RiskManager4Det","PolicyDet","Policy2Det","Policy3Det","Policy4Det","FrequencyDet","PriorRating","IntPriorRating","Comments","Trend","LastReviewer","PriorRatingCalc","RiskTypeDet","Required","calInherentRiskRating","txtAuditReviewFreq","nbrVendorIRR","dteLastAudit","dteNextAudit","memAuditComments"
109,"Customer Information Security",5.00,"Lending",,"Operations Center","Bankway Banking System access: Employees, and have physical and logical access to this data.  Theft, inadvertent loss, or external hackers are threats to this private information.","Customer Information - Loan Document Preparation and Customer Service  - includes Charged off checking accounts and returned mail,   Loan Documents include loan setup sheets, account changes, new accout setup,  and account maintenance,.","Doc shop maintains loan setup sheets for 60 days in a controlled access environment, then shreds the sheets.  Viewing of setup sheets is controlled by in/out checkout sheets.  Customer service maintains charged off checking account documentation in locking cabinets according to the retention schedule.  All employees receive annual customer information security training.","Immediate notification of the bank Information Security Officer, compliance officer, and senior management.  Reconcilement of information to determine what is missing and what has been compromised.  Convene Senior Management to determine the proper course of action(s).  Possible actions include involvement of Federal Authorities, termination of services, etc",2.00,2.25,0.25,1.00,0.25,1.00,2.50,2.50,1.00,1.50,1.00,3.50,1.00,3.75,1.00,2.00,1.00,2.00,1.00,1.75,1.00,1.50,1.00,2.50,1.00,1.00,1.00,2.20,0.55,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.55,0.55,,"Threat Unchanged","MDT",,"Compliance Risk",,2.23,,,,,
110,"Customer Information Security",5.00,"Information Security",,"Operations Center","Bank Employees, have physical and logical access to this data.  Theft, inadvertent loss, or external hackers are threats to this private information.","Signature Cards - Both the physical items and Fidelity Imaging System","Data is locked in the operations center until scanned, then moved to the data warehouse.","Immediate notification of the bank Information Security Officer, compliance officer, and senior management.  Reconcilement of information to determine what is missing and what has been compromised.  Convene Senior Management to determine the proper course of action(s).  Possible actions include involvement of Federal Authorities, termination of services, etc.",3.00,4.00,0.50,1.00,0.50,1.00,2.75,3.25,1.00,2.00,1.00,4.00,1.00,4.00,1.00,3.75,1.00,2.75,1.00,2.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,2.52,1.53,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.53,1.53,,"Threat Unchanged","MDT",,"Operational Risk",,3.06,,,,,
111,"Customer Information Security",5.00,"Information Security",,"Operations Center","Bank couriers could lose or steal bank information (loan documents, backup tapes, interbank mail) during the courier process.  Traffic accidents could also result in the loss of customer data information.","Bank Courier Service","All documents are transported in a fire-resistant, lockable container.  Vendor qualifications are reviewed annually.","Immediate notification of the bank Information Security Officer, compliance officer, and senior management.  Reconcilement of information to determine what is missing and what has been compromised.  Convene Senior Management to determine the proper course of action(s).  Possible actions include involvement of Federal Authorities, termination of services, etc.",2.50,4.00,0.75,1.00,0.75,1.00,2.75,1.00,1.00,3.00,1.00,4.00,1.00,2.75,1.00,1.00,1.00,3.50,1.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.97,2.10,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",2.10,2.10,,"Threat Unchanged","MDT",,"Operational Risk",,2.80,,,,,
112,"Customer Information Security",5.00,"Information Security","Secure-On-Site","Operations Center","Bank employees, custodial workers, and shredding company employees have physical access to paper documents.  Theft or inadvertent loss of any of these documents is a threat to private customer information.","Bank Shredding Services","The bank has an agreement with Shred-It to destroy and certify the destruction of bank confidential data.  Shred-It boxes should remain secured.  Bank employees receive documented privacy training regarding the importance of securing confidential customer and bank data.  The bank cleaning service is bonded and insured.","Immediate notification of bank Information Security Officer, compliance officer, and senior management.  Reconcilement of information to determine what is missing and what has been compromised.  Convene Senior Management to determine the proper course of action(s).  Possible actions include involvement of Federal Authorities, termination of services,",3.50,3.25,0.75,1.00,0.75,1.00,2.00,2.00,3.00,1.00,1.00,3.50,1.00,3.25,1.00,2.00,1.00,3.50,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,2.10,2.03,1/7/2011 0:00:00,0,1,1,0,0,1,1,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",2.03,2.03,"Secure-On-Site","Threat Unchanged","mdt",,"Reputational Risk",,2.71,,,,,
113,"Customer Information Security",5.00,"Information Technology",,"Operations Center","Loss of items to data thieves, building fire, or break-in.","Off-premise warehouse storage of paid loan files, ATM files, checks, sold/closed CDs, repossessed property documents, and employee information.","Building is secured at all times and has 24-hour monitored fire and alarm systems.  Entry into the building and removal of items is controlled with strict policies/procedures and documentation.","Immediate notification of bank Information Security Officer, compliance officer, and senior management.  Reconcilement of information to determine what is missing and what has been compromised.  Convene Senior Management to determine the proper course of action(s).  Possible actions include involvement of Federal Authorities, termination of services,",2.50,4.00,0.50,1.00,0.50,1.00,1.50,3.50,1.00,2.50,1.00,4.00,1.00,2.75,1.00,2.00,1.00,3.75,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.35,1.29,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.29,1.29,,"Threat Unchanged","MDT",,"Operational Risk",,2.58,,,,,
114,"Customer Information Security",5.00,"Information Technology",,"Operations Center","Unauthorized access to customer information.  Loss of items to data thieves, building fire, or break-in.","Electronic Reporting (Child Match, Credit Bureau, IRS, etc.)","User access is controlled by system access rights and controls.  System is backed up nightly to tape and tapes are stored off site. Physical access is controlled by locked enclosures and escort into the area is required.","Immediate notification of bank Information Security Officer, compliance officer, and senior management.  Reconcilement of information to determine what is missing and what has been compromised.  Convene Senior Management to determine the proper course of action(s).  Possible actions include involvement of Federal Authorities, termination of services,",3.25,4.00,0.50,1.00,0.50,1.00,1.50,3.00,1.00,2.00,1.00,3.50,1.00,2.75,1.00,1.00,1.00,4.00,1.00,2.00,1.00,1.50,1.00,2.00,1.00,1.00,1.00,2.27,1.37,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.37,1.37,,"Threat Unchanged","MDT",,"Reputational Risk",,2.75,,,,,
115,"Customer Information Security",5.00,"Information Technology",,"Operations Center","Unauthorized access to customer information.  Loss of items to data thieves, building fire, or break-in.","Electronic Imaging System (Net Image)","User access is controlled by system access rights and controls.  System is backed up nightly to tape and tapes are stored off site. Physical access is controlled by locked enclosures and escort into the area is required.","Immediate notification of bank Information Security Officer and network administrator.  Check of logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.",2.00,3.75,0.50,1.00,0.50,1.00,2.75,3.75,1.00,2.50,1.00,3.50,1.00,3.25,1.00,2.00,1.00,3.50,1.00,1.50,1.00,1.00,1.00,2.50,1.00,1.00,1.00,2.45,1.36,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.36,1.36,,"Threat Unchanged","MDT",,"Reputational Risk",,2.73,,,,,
116,"Customer Information Security",5.00,"Information Security",,"Operations Center","Unauthorized access to customer information or unauthorized access to paper copies of private financial information.","Customer information database in the form of paper copies and printed checks, notices, and statements.","GLBA employee training is conducted annually.  Bank policy prohibits unauthorized disclosure.  Information Security Program is tested annually. ","Immediate notification of bank Information Security Officer and network administrator.  Check of logs and other audit tools to help verify missing information.  Convene Senior Management and implement incident response procedures.",2.50,3.50,0.50,1.00,0.50,1.00,3.25,2.50,1.00,2.25,1.00,3.00,1.00,3.50,1.00,2.00,1.00,4.00,1.00,2.00,1.00,1.00,1.00,3.50,1.00,1.50,1.00,2.52,1.47,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.47,1.47,,"Threat Unchanged","MDT",,"Reputational Risk",,2.94,,,,,
117,"Customer Information Security",5.00,"Information Security",,"Operations Center","Unauthorized copying of customer information to a USB, PDA, Smart Phones, or other removable storage devices","Customer information database in electronic form","Bank will review reports from USB Monitoring Software and review information copied.","Immediate notification of the the bank's Information Security Officer.   ISO will report breach to President",2.50,4.00,0.50,1.00,0.50,1.00,3.50,2.50,1.00,2.00,1.00,4.00,1.00,3.50,1.00,2.00,1.00,4.25,1.00,2.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,2.52,1.56,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",1.56,1.56,,"Threat Unchanged","MDT",,"Reputational Risk",,3.13,,,,,
118,"Customer Information Security",5.00,"Information Security",,"Operations Center","Unauthorized receipt of customers bank statement via banks eStatement product.","Customer information produced on a monthly bank statement.","Bank verifies customer signature and sends a welcome e-mail to the customer.   Bank also utilizes the Certified Mail System when sending eStatements.  The bank is in the process of migrating this process to Internet Banking.","Immediate notification of the bank Information Security Officer, compliance officer, and senior management.  Reconcilement of information to determine what is missing and what has been compromised.  Convene Senior Management to determine the proper course of action.",2.50,2.75,0.25,1.00,0.25,1.00,2.00,3.75,1.00,2.50,1.00,3.00,1.00,2.75,1.00,1.50,1.00,3.25,1.00,1.50,1.00,1.00,1.00,3.50,1.00,1.00,1.00,2.37,0.60,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.60,0.60,,"Threat Unchanged","MDT",,"Reputational Risk",,2.40,,,,,
119,"Customer Information Security",5.00,"Wire Transfer Department",,"Operations Center","Improper use of this from an unknown outside entity (use of an authorized token at another financial center), theft, inadvertent loss, or external hackers are also threats to this information.","Fedline Advantage, ACH, FedReceipt, and Wire Transfers","Select (limited) Operation employees have access to this system.   Dual control, use of VPN, and token devices provided by the Federal Reserve System.","Immediate notification of the bank Information Security Officer, compliance officer, and senior management.  Reconcilement of information to determine what is missing and what has been compromised.  Convene Senior Management to determine the proper course of action.   Possible actions include involvement of Federal Authorities, termination of services, etc.",3.25,4.75,0.25,1.00,0.25,1.00,4.50,4.50,1.00,2.50,1.00,4.25,1.00,4.00,1.00,2.50,1.00,3.50,1.00,4.00,1.00,1.50,1.00,3.50,1.00,2.50,1.00,3.27,0.98,1/7/2011 0:00:00,0,1,1,0,0,1,0,"Jay Clevenger","Mike Tinsley",,,"Information Security Policy","Customer Identification Policy","Know Your Customer Policy","Red Flag Identity Thieft Policy","Annual",0.98,0.98,"Federal Reserve Bank, FundsXpress, Bankers Toolbox","Threat Unchanged","MDT",,"Vendor Risk",,3.94,,,,,
